Dept,Supplier Reference,Warehouse,Part Number,Physical inventory,Sub Location
VKH,,VKH-MAIN,22612-20-20N,55.00,Y6L5B5
VKH,,VKH-MAIN,22612-24-24N,29.00,Y7L5B1
VKH,,VKH-MAIN,26712-16-16N,924.00,B6L1B2
VKH,,VKH-MAIN,26712-20-20N,347.00,B6L1B1
VKH,,VKH-MAIN,26742-16-16N,284.00,B2L2B5
VKH,,VKH-MAIN,26792-16-16N,150.00,B5L2B4
VKH,,VKH-MAIN,29612-16-16N,72.00,B4L4B5
VKH,,VKH-MAIN,20211T-20-04N,186.00,Y2L3B4
VKH,,VKH-MAIN,20211T-20-06N,198.00,Y2L3B5
VKH,,VKH-MAIN,20211T-20-08N,193.00,Y3L3B1
VKH,,VKH-MAIN,20211T-22-08N,137.00,Y3L3B3
VKH,,VKH-MAIN,20511T-14-04N,307.00,Y1L4B5
VKH,,VKH-MAIN,20511T-16-04N,140.00,Y2L4B1
VKH,,VKH-MAIN,20511T-16-06N,111.00,Y2L4B2
VKH,,VKH-MAIN,20511T-30-10N,5.00,Y3L4B5
VKH,,VKH-MAIN,20512T-52-20N,39.00,Y4L4B5
VKH,,VKH-MAIN,20591T-14-04N,158.00,Y1L5B3
VKH,,VKH-MAIN,20592T-30-12N,52.00,Y3L5B3
VKH,,VKH-MAIN,24211T-04-04N,"1,493.00",Y4L6B5
VKH,,VKH-MAIN,24211T-06-06N,"1,050.00",Y5L6B1
VKH,,VKH-MAIN,24211T-08-08N,913.00,Y5L6B2
VKH,,VKH-MAIN,24211T-10-10N,524.00,Y5L6B3
VKH,,VKH-MAIN,24212T-12-12N,106.00,Y5L6B4
VKH,,VKH-MAIN,24212T-16-16N,574.00,Y5L6B5
VKH,,VKH-MAIN,24241T-04-04N,104.00,Y6L6B5
VKH,,VKH-MAIN,24241T-06-06N,210.00,Y7L6B1
VKH,,VKH-MAIN,24291T-04-04N,205.00,Y8L6B5
VKH,,VKH-MAIN,24291T-06-06N,448.00,B1L1B4
VKH,,VKH-MAIN,24291T-08-08N,257.00,B1L1B3
VKH,,VKH-MAIN,24291T-10-10N,131.00,B1L1B2
VKH,,VKH-MAIN,24292T-12-12N,510.00,B1L1B1
VKH,,VKH-MAIN,24292T-16-16N,105.00,B2L1B5
VKH,22611-32-32W,VKH-MAIN,22612-32-32N,17.00,Y7L5B2
VKH,,VKH-MAIN,22642-20-20N,22.00,Y2L6B2
VKH,,VKH-MAIN,14212-16-16N,91.00,R2L3B2
VKH,,VKH-MAIN,14212-20-20N,7.00,R2L3B1
VKH,,VKH-MAIN,14212-24-24N,27.00,R3L3B5
VKH,,VKH-MAIN,16712-24-24N,17.00,R8L3B3
VKH,,VKH-MAIN,5N-12-16N,22.00,B6L6B4
VKH,,VKH-MAIN,70011-18-06N,130.00,G1L1B1
VKH,,VKH-MAIN,40011-04,"1,191.00",B7L5B2
VKH,S096-06-06S-HI-L,VKH-MAIN,40011-06,976.00,B7L5B1
VKH,,VKH-MAIN,40011-08,265.00,B8L5B5
VKH,,VKH-MAIN,40012-12,250.00,B8L5B3
VKH,,VKH-MAIN,40012-16,220.00,B8L5B2
VKH,,VKH-MAIN,EPY-10,129.00,
VKH,,VKH-MAIN,EPU-14,180.00,
VKH,,VKH-MAIN,EPU-16,100.00,
VKH,,VKH-MAIN,10811L-16-04LNN,33.00,R4L2B4
VKH,,VKH-MAIN,22612D-12-12N,"1,029.00",Y7L5B3
VKH,,VKH-MAIN,22692-12-12N,238.00,Y4L6B1
VKH,,VKH-MAIN,28612-20-08N,105.00,B3L3B5
VKH,,VKH-MAIN,28612-24-10N,186.00,B3L3B4
VKH,,VKH-MAIN,29612-12-12N,121.00,B3L4B1
VKH,16711-12-12N,VKH-MAIN,16712-12-12N,337.00,R8L3B5
VKH,,VKH-MAIN,1JN-16-24N,1.00,
VKH,,VKH-MAIN,15611-06-03N,79.00,R3L3B2
VKH,,VKH-MAIN,1S-08-08N,19.00,Y2L2B4
VKH,,VKH-MAIN,20511T-20-08N,100.00,Y2L4B5
VKH,,VKH-MAIN,20511T-22-08N,238.00,Y3L4B2
VKH,,VKH-MAIN,20511T-12-04 (6T),1.00,Y1L4B4
VKH,,VKH-MAIN,20511T-18-06N,406.00,Y2L4B3
VKH,S856-18-06S-HI-L,VKH-MAIN,20591T-18-06N,136.00,Y2L5B1
VKH,,VKH-MAIN,20591T-22-08N,176.00,Y2L5B5
VKH,,VKH-MAIN,20591T-22-06N,175.00,Y2L5B4
VKH,,VKH-MAIN,22692-16-16N,112.00,Y4L6B2
VKH,,VKH-MAIN,20591T-24-10N,102.00,Y3L5B2
VKH,,VKH-MAIN,24291T-06-04N,50.00,B1L1B5
VKH,,VKH-MAIN,EPC-12-03T,47.00,
VKH,,VKH-MAIN,EPC-10-03T,143.00,
VKH,,VKH-MAIN,EPC-12-02T,155.00,
VKH,,VKH-MAIN,EPL-06-02T,168.00,
VKH,,VKH-MAIN,15612-24-24N,169.00,R5L3B3
VKH,,VKH-MAIN,26712-24-24N,67.00,B7L1B5
VKH,,VKH-MAIN,ESC-10-03T,124.00,
VKH,,VKH-MAIN,ESC-08-03T,109.00,
VKH,,VKH-MAIN,1JG-08-06N,73.00,R1L5B3
VKH,,VKH-MAIN,1JG4-08-06-OGN,52.00,R2L5B3
VKH,,VKH-MAIN,BJ-12-12-12N,4.00,G1L4B1
VKH,,VKH-MAIN,20411T-12-04 (6T),224.00,Y4L3B2
VKH,,VKH-MAIN,20511T-24-08 (16.5T),129.00,Y3L4B3
VKH,,VKH-MAIN,20591T-24-08,96.00,Y3L5B1
VKH,,VKH-MAIN,26712-12-12N,797.00,B6L1B3
VKH,,VKH-MAIN,EPL-06-01T,112.00,
VKH,,VKH-MAIN,1J-32-32N,30.00,R7L4B2
VKH,EP4-20-20,VKH-MAIN,1JN4-16-16N,3.00,R2L6B2
VKH,,VKH-MAIN,2NU9-16-16N,95.00,B2L5B3
VKH,,VKH-MAIN,EPC-06-03T,82.00,
VKH,,VKH-MAIN,EPC-08-03T,141.00,
VKH,,VKH-MAIN,EPC-14-03T,150.00,
VKH,,VKH-MAIN,EPC-16-03T,147.00,
VKH,,VKH-MAIN,EPL-06-03T,171.00,
VKH,,VKH-MAIN,EPL-14-03T,150.00,
VKH,,VKH-MAIN,EPL-16-03T,150.00,
VKH,,VKH-MAIN,CC-26-WN,4.00,G1L4B4
VKH,,VKH-MAIN,1JT-24-24N,4.00,Y3L1B5
VKH,,VKH-MAIN,1JT9-24-24N,4.00,Y4L1B1
VKH,,VKH-MAIN,2GJ-06-06N,1.00,B7L4B3
VKH,,VKH-MAIN,1JG9-12-16-OGN,3.00,R2L5B2
VKH,,VKH-MAIN,EPC-10-04T,62.00,
VKH,,VKH-MAIN,40012-20N,1.00,B8L5B1
VKH,,VKH-MAIN,40012-32N,10.00,B1L6B3
VKH,,VKH-MAIN,10811L-18-06LNN,35.00,R5L2B5
VKH,,VKH-MAIN,20211T-22-04N,186.00,Y3L3B2
VKH,,VKH-MAIN,20411C-12-04N,460.00,Y4L3B1
VKH,,VKH-MAIN,20411T-26-10N,246.00,Y4L3B3
VKH,,VKH-MAIN,20441T-12-04N,43.00,Y4L3B5
VKH,,VKH-MAIN,20491T-12-04N,110.00,Y5L3B3
VKH,,VKH-MAIN,20511C-14-06N,24.00,Y7L3B1
VKH,,VKH-MAIN,20511C-20-04N,90.00,Y7L3B5
VKH,,VKH-MAIN,20511C-22-04N,107.00,Y8L3B3
VKH,,VKH-MAIN,20511T-24-10N,36.00,Y3L4B4
VKH,,VKH-MAIN,20541T-16-04N,62.00,Y5L4B4
VKH,,VKH-MAIN,20541T-16-06N,141.00,Y5L4B5
VKH,,VKH-MAIN,20541T-18-06N,"1,879.00",Y6L4B1
VKH,,VKH-MAIN,20541T-22-08N,70.00,Y6L4B4
VKH,,VKH-MAIN,20541T-24-10N,3.00,Y7L4B1
VKH,,VKH-MAIN,20542T-36-16N,108.00,Y8L4B2
VKH,S856-18-06S-HI-L,VKH-MAIN,20591T-16-04N,14.00,Y1L5B4
VKH,S856-18-06S-HI-L,VKH-MAIN,20591T-16-06N,41.00,Y1L5B5
VKH,,VKH-MAIN,20592T-36-16N,257.00,Y3L5B4
VKH,,VKH-MAIN,22642-12-12N,170.00,Y1L6B5
VKH,,VKH-MAIN,22642-16-16N,276.00,Y2L6B1
VKH,,VKH-MAIN,24212T-20-20N,160.00,Y6L6B1
VKH,,VKH-MAIN,24242T-12-12N,130.00,Y7L6B4
VKH,,VKH-MAIN,24242T-16-16N,429.00,Y7L6B5
VKH,,VKH-MAIN,29692-12-12N,23.00,B6L4B1
VKH,,VKH-MAIN,40011-10T,31.00,B8L5B4
VKH,,VKH-MAIN,40012-24T,77.00,B1L6B4
VKH,,VKH-MAIN,40012-32T,75.00,B1L6B2
VKH,,VKH-MAIN,87312-10-10N,61.00,G7L1B3
VKH,,VKH-MAIN,10811L-20-06LNN,1.00,R5L2B2
VKH,,VKH-MAIN,16712-16-16N,769.00,R8L3B4
VKH,,VKH-MAIN,20491-22-08N,45.00,Y5L3B2
VKH,,VKH-MAIN,20412T-36-16N,40.00,Y4L3B4
VKH,,VKH-MAIN,7N-20-20N,19.00,G5L1B5
VKH,,VKH-MAIN,7N-24-24N,28.00,G6L1B1
VKH,,VKH-MAIN,ESC-08-04G,170.00,
VKH,,VKH-MAIN,2NJ-08-08N,40.00,
VKH,,VKH-MAIN,2NJ-12-12N,20.00,
VKH,,VKH-MAIN,2NJ9-12-12N,30.00,
VKH,,VKH-MAIN,2NU9-20-20N,15.00,B2L5B2
VKH,,VKH-MAIN,20411C-10-04N,10.00,Y3L3B5
VKH,,VKH-MAIN,EPE-14,150.00,
VKH,,VKH-MAIN,EPE-16,100.00,
VKH,,VKH-MAIN,ZPC-08-01T,100.00,
VKH,,VKH-MAIN,ZPC-10-01T,184.00,
VKH,,VKH-MAIN,EPC-10-01T-PH068,35.00,
VKH,,VKH-MAIN,EPC-10-02T-PH068-1,1.00,
VKH,,VKH-MAIN,EPC-08-01T-PH068-1,100.00,
VKH,,VKH-MAIN,BPC-08-02T,1.00,
VKH,,VKH-MAIN,BPC-08-01T,60.00,
VKH,,VKH-MAIN,13011-04-04N,14.00,R8L2B5
VKH,1JN4-08-06L,VKH-MAIN,1JN4-06-04N,50.00,R1L6B2
VKH,,VKH-MAIN,24241T-08-08N,290.00,Y7L6B2
VKH,,VKH-MAIN,26742-12-12N,"1,124.00",B1L2B1
VKH,,VKH-MAIN,26792-12-12N,452.00,B5L2B5
VKH,,VKH-MAIN,EPC-06-01T,66.00,
VKH,,VKH-MAIN,70011-22-08N,225.00,G1L1B5
VKH,,VKH-MAIN,24241T-10-10N,112.00,Y7L6B3
VKH,,VKH-MAIN,26792-20-20N,97.00,B5L2B3
VKH,,VKH-MAIN,22692-20-20N,7.00,Y4L6B3
VKH,,VKH-MAIN,10511-18-06N,145.00,R1L2B4
VKH,,VKH-MAIN,87392-16-20N-LD,22.00,G5L2B3
VKH,,VKH-MAIN,87342-32-24N,20.00,G3L2B3
VKH,,VKH-MAIN,87392-32-24N,22.00,G6L2B2
VKH,,VKH-MAIN,87612-08-08N,14.00,G6L2B4
VKH,87311-32-24L,VKH-MAIN,87312-32-24N,11.00,G8L1B5
VKH,,VKH-MAIN,34291-16-16N-LD,1.00,B7L5B4
VKH,,VKH-MAIN,14211-10-10N,38.00,R1L3B4
VKH,NP6-08-08,VKH-MAIN,1J-08-06N,"1,439.00",R5L4B1
VKH,,VKH-MAIN,SLPF-40-E2S1,3.00,HL4L19
VKH,,VKH-MAIN,20511T-22-06N,113.00,Y3L4B1
VKH,,VKH-MAIN,26711D-04-04N,211.00,B5L1B2
VKH,,VKH-MAIN,26711D-06-06N,101.00,B5L1B1
VKH,,VKH-MAIN,26711D-08-08N,171.00,B6L1B5
VKH,,VKH-MAIN,26712D-10-10N,563.00,B7L1B2
VKH,,VKH-MAIN,26712D-12-12N,300.00,B7L1B1
VKH,,VKH-MAIN,26712D-16-16N,403.00,B8L1B5
VKH,,VKH-MAIN,26712D-20-20N,19.00,B8L1B4
VKH,,VKH-MAIN,26742-20-20N,124.00,B2L2B4
VKH,,VKH-MAIN,28611D-12-04N,506.00,B1L3B3
VKH,,VKH-MAIN,28611D-14-04N,446.00,B1L3B2
VKH,,VKH-MAIN,28611D-16-06N,271.00,B2L3B5
VKH,,VKH-MAIN,28611D-18-06N,609.00,B2L3B4
VKH,,VKH-MAIN,28611D-20-06N,300.00,B2L3B3
VKH,,VKH-MAIN,28611D-22-08N,120.00,B2L3B1
VKH,,VKH-MAIN,28612D-24-10N,651.00,B4L3B5
VKH,,VKH-MAIN,28612D-33-16N,145.00,B4L3B3
VKH,,VKH-MAIN,29611D-04-04N,350.00,B3L4B5
VKH,,VKH-MAIN,29611D-06-06N,123.00,B3L4B4
VKH,,VKH-MAIN,29611D-08-08N,81.00,B3L4B3
VKH,,VKH-MAIN,29611D-10-10N,600.00,B3L4B2
VKH,,VKH-MAIN,29612D-12-12N,321.00,B4L4B2
VKH,,VKH-MAIN,29612D-16-16N,144.00,B4L4B1
VKH,,VKH-MAIN,700M-14N,117.00,G2L1B3
VKH,,VKH-MAIN,700M-20N,289.00,G3L1B1
VKH,,VKH-MAIN,700M-22N,385.00,G3L1B2
VKH,,VKH-MAIN,NC01N020000,200.00,HL4L14
VKH,,VKH-MAIN,NC01N030000,27.00,HL4L14
VKH,,VKH-MAIN,NC02N010000,210.00,HL4L14
VKH,,VKH-MAIN,NC02N020000,200.00,HL4L14
VKH,,VKH-MAIN,NC02N030000,27.00,HL4L14
VKH,,VKH-MAIN,NC02N040000,96.00,HL4L14
VKH,,VKH-MAIN,NC01N040000,96.00,HL4L14
VKH,,VKH-MAIN,NC01N050000,31.00,HL4L14
VKH,,VKH-MAIN,NC02N050000,31.00,HL4L14
VKH,,VKH-MAIN,NC01N060000,8.00,HL4L14
VKH,,VKH-MAIN,NC02N060000,8.00,HL4L14
VKH,,VKH-MAIN,5N-32-24L,5.00,
VKH,,VKH-MAIN,30511-52-24L,1.00,
VKH,,VKH-MAIN,16011-08-06L,10.00,
VKH,,VKH-MAIN,13011-06-06L,2.00,
VKH,,VKH-MAIN,I-04-04L,1.00,
VKH,,VKH-MAIN,3/16 X 12MM X 1.0MM,1.00,
VKH,,VKH-MAIN,1JN-06-12L,11.00,
VKH,28611-12-04L,VKH-MAIN,28611-12-04L (1.0P),32.00,
VKH,,VKH-MAIN,"T-605 X 3""",2.00,
VKH,,VKH-MAIN,87611-24-24L,1.00,
VKH,,VKH-MAIN,1J9-04-04L,2.00,
VKH,,VKH-MAIN,30211-14-04L,4.00,
VKH,,VKH-MAIN,1JO-12-16L,2.00,
VKH,,VKH-MAIN,C-604,2.00,
VKH,,VKH-MAIN,1B-20-20L,5.00,
VKH,,VKH-MAIN,1CN-18-06L,1.00,
VKH,,VKH-MAIN,1CN-16-06L,2.00,
VKH,,VKH-MAIN,34241-24-24N,80.00,B7L5B5
VKH,,VKH-MAIN,34291-24-24N,15.00,B7L5B3
VKH,,VKH-MAIN,87691-24-20L,1.00,
VKH,,VKH-MAIN,87641-24-20L,1.00,
VKH,,VKH-MAIN,1N-32-24L,2.00,
VKH,,VKH-MAIN,10-315-1060,1.00,G5L6B4
VKH,,VKH-MAIN,10-315-5060,1.00,G5L6B5
VKH,,VKH-MAIN,4D-52L,1.00,
VKH,,VKH-MAIN,1DN-52-16L,1.00,
VKH,S056-16-10S-HI-L,VKH-MAIN,24291-08-10L,1.00,
VKH,,VKH-MAIN,DT-25S,8.00,
VKH,,VKH-MAIN,DT-14S,4.00,
VKH,,VKH-MAIN,DMC 25L-08N,2.00,
VKH,P-TV-6L,VKH-MAIN,BT-6S,50.00,
VKH,,VKH-MAIN,K-R 10 L/S-A2SI,2.00,
VKH,,VKH-MAIN,K-R 18 L A2SI,2.00,
VKH,,VKH-MAIN,"P-GEV-10L-3/8"" NPT",27.00,
VKH,,VKH-MAIN,"P-GEV-12L-1/2"" NPT",17.00,
VKH,,VKH-MAIN,P-GV-12L,20.00,
VKH,,VKH-MAIN,12MM  DIA,28.00,
VKH,,VKH-MAIN,RAPR 3-215,748.00,
VKH,,VKH-MAIN,SQG-802,50.00,HL1L25
VKH,,VKH-MAIN,SQRC-802A,10.00,HL1L25
VKH,,VKH-MAIN,SQRC-1003A,10.00,HL1L25
VKH,,VKH-MAIN,SQSL-10-02,40.00,HL1L25
VKH,,VKH-MAIN,SQSL-08-02,25.00,HL1L25
VKH,,VKH-MAIN,SQE-1212,4.00,HL1L25
VKH,,VKH-MAIN,PF40,8.00,HL1L25
VKH,,VKH-MAIN,SP20,5.00,HL1L25
VKH,,VKH-MAIN,P011,7.00,HL1L25
VKH,,VKH-MAIN,CSC400-03,3.00,HL1L26
VKH,,VKH-MAIN,SM-40,6.00,HL1L25
VKH,,VKH-MAIN,PH20,90.00,HL1L25
VKH,,VKH-MAIN,PP-20,5.00,HL1L25
VKH,,VKH-MAIN,SQSL-08-01,40.00,HL1L25
VKH,,VKH-MAIN,SH40,9.00,HL1L25
VKH,,VKH-MAIN,SF30,15.00,HL1L25
VKH,,VKH-MAIN,SF60,15.00,HL1L25
VKH,,VKH-MAIN,PO21,50.00,HL1L25
VKH,,VKH-MAIN,ZS-08-E5,8.00,HL4L26
VKH,,VKH-MAIN,V5222-E1-08T,35.00,HL4L25
VKH,,VKH-MAIN,V5222-E4-08T,37.00,HL4L25
VKH,,VKH-MAIN,V5231-E2-10T,20.00,HL4L26
VKH,,VKH-MAIN,V5231-E4-10T,37.00,HL4L25
VKH,,VKH-MAIN,V5232-E1-10T,18.00,HL4L26
VKH,,VKH-MAIN,V5232-E5-10T,10.00,HL4L26
VKH,,VKH-MAIN,V5232-E2-10T,5.00,HL4L26
VKH,,VKH-MAIN,V5232-E4-10T,11.00,HL4L26
VKH,,VKH-MAIN,V5241-E2-15T,16.00,HL4L26
VKH,,VKH-MAIN,V5242-E1-15T,13.00,HL4L26
VKH,,VKH-MAIN,V5242-E2-15T,8.00,HL4L26
VKH,,VKH-MAIN,MR432-08T,91.00,HL4L24
VKH,,VKH-MAIN,MR432-10T,24.00,HL4L24
VKH,,VKH-MAIN,MR434-15T,15.00,HL4L24
VKH,,VKH-MAIN,V5221-E2-08T,27.00,HL4L25
VKH,,VKH-MAIN,V5221-E4-08T,28.00,HL4L25
VKH,,VKH-MAIN,V5322-E4-08T,10.00,HL4L26
VKH,,VKH-MAIN,V3221-E4-08T,14.00,HL4L25
VKH,,VKH-MAIN,V3221-E2-08T,14.00,HL4L25
VKH,,VKH-MAIN,DG4V3-2AL-MP7-H7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2A-MP7-H7-56,1.00,HL1L38
VKH,48291239,VKH-MAIN,DG4V-3-2C-M-P7-H-7-56,3.00,HL1L39
VKH,,VKH-MAIN,DG4V-3-23A-M-P7-T-7-56,4.00,HL1L38
VKH,48292371,VKH-MAIN,DG4VL-3-2A-M-PK2-H-7-56,10.00,HL1L39
VKH,,VKH-MAIN,DG4V5-2BL-MPLT6-50-P30,2.00,HL1L39
VKH,,VKH-MAIN,DG4V5-7C-MP7LH7-50,1.00,HL1L39
VKH,,VKH-MAIN,DG4VL-3-3C-MPK2H7-56,2.00,HL1L38
VKH,,VKH-MAIN,DG4V-5-0A-U-H-100,1.00,HL1L39
VKH,,VKH-MAIN,DG4V-3-2A-U(110V)-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V-3-2C-U(110V)-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V-3-6C-UH-100,6.00,HL1L38
VKH,,VKH-MAIN,DG4V-3-6C-U(110V)-100,7.00,HL1L38
VKH,,VKH-MAIN,DG4V3-8C-MU7G7-56,3.00,HL1L39
VKH,,VKH-MAIN,DG4VL-3-0C-MPK2H7-56,3.00,HL1L39
VKH,,VKH-MAIN,DG4V-3-2N-U-H-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V5-2C-MU7LH7-50,1.00,HL1L39
VKH,,VKH-MAIN,DG4V-3-2AL-UH-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-6C-MP7-H7-56,2.00,HL1L42
VKH,,VKH-MAIN,DG4V5-6C-MP7LH7-50,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-0A-MU7H7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-0B-MU7H7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2A-MU2B7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2A-MU2D7-56,3.00,HL1L39
VKH,,VKH-MAIN,DG4V3-2A-MU7H7-56,4.00,HL1L42
VKH,,VKH-MAIN,DG4V3-2B-MU7H7-56,3.00,HL1L40
VKH,,VKH-MAIN,DG4V3-2C-MU2B7-56,5.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2C-MU2D7-56,2.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2N-MU2B7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-3C-MU7H7-56,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-6C-MU2B7-56,3.00,HL1L38
VKH,,VKH-MAIN,DG4V3-6C-MU2D7-56,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-6C-MU7H7-56,4.00,HL1L38
VKH,,VKH-MAIN,DG4V3-8C-MU7H7-56,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-0C-MU2B7-56,8.00,HL1L38
VKH,,VKH-MAIN,DG4V3-0C-MU2D7-56,4.00,HL1L38
VKH,,VKH-MAIN,DG4V3-0C-MU7H7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2C-MU7H7-56,4.00,HL1L38
VKH,,VKH-MAIN,DG4V3-8C-MU2B7-56,3.00,HL1L38
VKH,,VKH-MAIN,DG4V5-2A-MU1P7-50,2.00,HL1L39
VKH,,VKH-MAIN,DG4V5-2A-MP7LD6-50,4.00,HL1L38
VKH,,VKH-MAIN,DG4V5-2C-MP7LD6-50,3.00,HL1L39
VKH,,VKH-MAIN,DG4V5-6C-MU7LH7-50,1.00,HL1L39
VKH,,VKH-MAIN,DG4V5-6C-MP7LD6-50,2.00,HL1L39
VKH,,VKH-MAIN,DG4V5-6C-MP7LB6-50,4.00,HL1L42
VKH,,VKH-MAIN,DG4V5-8C-MP7LD6-50,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-0C-MP2T7-56,2.00,HL1L42
VKH,,VKH-MAIN,DG4VL-3-6C-MPK2H7-56,11.00,HL1L39
VKH,,VKH-MAIN,DG4V3-7C-MP7H7-56,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-33C-UH-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V-3-2A-UG-100,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-0A-MU2D7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-7C-MU2D7-56-JA54,1.00,HL1L38
VKH,,VKH-MAIN,DG4VL-3-2A-MPK2H7-56,4.00,HL1L39
VKH,,VKH-MAIN,DG4V3-3C-MU2D7-56,2.00,HL1L38
VKH,,VKH-MAIN,DG4VL-3-6A-MPK2H7-56,1.00,HL1L39
VKH,,VKH-MAIN,DG4V3-2A-MP7G7-56,1.00,HL1L38
VKH,,VKH-MAIN,DG4V3-2AL-MP7-T7-56,1.00,HL1L39
VKH,,VKH-MAIN,DHH-08-6C-P,5.00,
VKH,,VKH-MAIN,DHH-06-6C-PC,3.00,
VKH,,VKH-MAIN,DHH-08-6C-PC,2.00,
VKH,,VKH-MAIN,DHH-12-6C-PC,3.00,
VKH,,VKH-MAIN,DHH-10-6C-PC,2.00,
VKH,,VKH-MAIN,DHH-12-6C-P,2.00,
VKH,,VKH-MAIN,DHH-06-6C-PCB,2.00,
VKH,,VKH-MAIN,D6-IN,2.00,
VKH,,VKH-MAIN,D6-OUT,2.00,
VKH,,VKH-MAIN,DG3S8-0C-10,1.00,
VKH,,VKH-MAIN,D40-W002,3.00,
VKH,02-360418,VKH-MAIN,DG5V-8H-8C-VMUB-10,3.00,
VKH,,VKH-MAIN,D20-17L,5.00,
VKH,,VKH-MAIN,DG5V-8H-6C-MUD-10,1.00,
VKH,,VKH-MAIN,DG5V-8H-2C-MUD-10,3.00,
VKH,,VKH-MAIN,D16-IN,3.00,
VKH,,VKH-MAIN,D16-OUT,3.00,
VKH,,VKH-MAIN,D20-W001,1.00,
VKH,,VKH-MAIN,D4-18L,17.00,
VKH,,VKH-MAIN,D4-17L,2.00,
VKH,,VKH-MAIN,D40-18L,11.00,
VKH,,VKH-MAIN,DP40/2P-18L-R,3.00,
VKH,,VKH-MAIN,D20-27L,2.00,
VKH,,VKH-MAIN,DG4V3-2A-MUA6-60,1.00,HL1L15
VKH,,VKH-MAIN,DG5V-8S-0C-MUD-10,1.00,
VKH,,VKH-MAIN,DP80/1P-18L-R,8.00,
VKH,,VKH-MAIN,DP80/2P-18L-R,8.00,
VKH,,VKH-MAIN,DG5V-8S-6C-MUB-10,2.00,
VKH,,VKH-MAIN,D6/1P-W001,1.00,
VKH,,VKH-MAIN,D12-17L,4.00,
VKH,,VKH-MAIN,DP80/1P-28L-R,4.00,
VKH,,VKH-MAIN,D4/1P-17L-R,1.00,
VKH,,VKH-MAIN,D16/1P-W002,2.00,
VKH,,VKH-MAIN,D4-IN,8.00,
VKH,,VKH-MAIN,D4-OUT,8.00,
VKH,,VKH-MAIN,DG4V-5-0C-JMUH7-22,8.00,HL1L15
VKH,,VKH-MAIN,D5-02-3C4-A16,5.00,HL1L02
VKH,,VKH-MAIN,SV9204-24VDC-K,1.00,HL1L28
VKH,,VKH-MAIN,SV6231-**VDC-K,1.00,HL1L28
VKH,,VKH-MAIN,SV6231-**VAC-K,1.00,HL1L28
VKH,,VKH-MAIN,D4-02-3C5-D2,2.00,HL1L02
VKH,,VKH-MAIN,SV6231-110VAC-K,1.00,HL1L28
VKH,,VKH-MAIN,D5-02-2B2B-A26,1.00,HL1L03
VKH,,VKH-MAIN,SV5101-12VDC-K,1.00,HL1L28
VKH,,VKH-MAIN,D4-02-3C3-D2,3.00,HL1L02
VKH,,VKH-MAIN,D5-04-3C3-D2,1.00,HL1L03
VKH,,VKH-MAIN,D5-02-3C10-A16,1.00,HL1L02
VKH,,VKH-MAIN,SUW20-24VDC,1.00,HL1L28
VKH,,VKH-MAIN,SV9204-**VDC-K,3.00,HL1L28
VKH,,VKH-MAIN,D5-03-2D2-A16,3.00,HL1L03
VKH,,VKH-MAIN,HVL-832-NC,1.00,HL1L27
VKH,,VKH-MAIN,SV6101-***VAC-K,3.00,HL1L28
VKH,,VKH-MAIN,D5-03-3C3-***,2.00,HL1L03
VKH,,VKH-MAIN,D4-02-2B3B-A26,3.00,HL1L02
VKH,,VKH-MAIN,SV9204-110VAC-K,3.00,HL1L28
VKH,,VKH-MAIN,SV9204-12VDC-K,1.00,HL1L28
VKH,,VKH-MAIN,SUW20-220VAC,1.00,
VKH,,VKH-MAIN,SV5201-12VDC-K,2.00,HL1L28
VKH,,VKH-MAIN,D4-02-2B3A-D24,1.00,HL1L02
VKH,,VKH-MAIN,SV6101-12VDC-K,2.00,HL1L28
VKH,,VKH-MAIN,SV8233-K-****-N-M1,1.00,HL1L28
VKH,,VKH-MAIN,100L GS16/3/AD(X-100)/18L.P3T/,2.00,HL4L10
VKH,,VKH-MAIN,100L GS16/1/AD(X-100)/18L.P3T,3.00,HL4L10
VKH,,VKH-MAIN,100L GS16/4/AD(X-100)/18L.P3T,5.00,HL4L10
VKH,,VKH-MAIN,150L GS16/2/AD(X-100)/18L.P3T/,1.00,HL4L10
VKH,,VKH-MAIN,P-18L,5.00,HL4L10
